respondent_id;Actividad_Riesgo;Propietario_Moto;Amigos_Moto;Familiares_Moto;Licencia_Carro;Genero;Edad;Posición_Jefe(a)_hogar;Posición_Hijo(a);Ocupación_Independiente;Ocupación_Hogar;Ocupación_Estudiante;Estrato;Menores_16;Mayores 65;Licencia_carro_otros;Licencia_moto_otros;Cantidad_Motos;Otros_Veh;Días_Uso_Moto;Viaja_Solo;Destino_Fijo;Hora_Pico;Viajes_Fuera;Ingreso;Periferia;Ingreso_norm_personas;Accidente;Nivel_Educacion;Cilindraje;Edad_18_40;Hombre_18_40;;
13119114399;3;1;1;1;1;0;29;1;0;0;0;0;2;2;0;1;1;1;0;5;0;1;1;1;2.25;1;0.563;0;3;1;1;0;;
13119131091;5;1;1;1;1;1;24;0;0;0;0;0;2;0;0;0;1;2;0;5;1;1;0;1;0.664;1;0.221;0;2;1;1;1;;
13119143762;4;1;0;1;0;0;32;1;0;1;0;0;2;2;0;0;1;2;0;4;0;1;0;0;1.164;1;0.388;1;3;0;1;0;;
13119138874;3;1;1;1;1;0;24;0;1;0;0;0;2;1;0;2;2;1;1;5;1;1;1;1;3;1;0.6;0;4;0;1;0;;
13119129087;5;1;1;1;1;0;39;1;0;0;0;0;3;2;0;2;2;1;1;4;1;1;1;1;5.85;1;1.463;1;5;1;1;0;;
13119133048;3;1;1;1;1;0;54;0;0;1;0;0;3;0;0;2;1;1;1;3;1;1;0;0;5.85;1;1.95;0;4;0;0;0;;
13119137972;4;1;1;1;0;1;31;1;0;0;0;0;3;0;0;0;0;1;1;4;0;1;0;1;4.2;1;4.2;0;3;0;1;1;;
13119138634;3;1;1;0;1;1;31;0;0;0;0;0;3;1;0;1;1;1;1;6;1;1;0;1;4.2;1;1.4;1;4;0;1;1;;
13119120469;2;1;1;1;1;0;23;0;1;1;0;0;2;0;0;2;1;1;1;6;1;1;0;0;1.164;0;0.291;0;0;0;1;0;;
13119050593;5;0;0;1;0;0;26;0;0;0;0;0;3;0;1;1;0;1;0;5;0;1;1;0;2.25;0;0.75;1;4;0;1;0;;
13119107353;5;1;1;1;1;1;42;1;0;0;0;0;3;0;0;0;0;1;1;7;0;1;1;0;4.2;0;1.4;0;4;1;0;0;;
13119075669;5;1;1;1;0;1;27;0;1;0;0;0;2;2;0;1;2;2;1;7;1;1;0;1;3;1;0.6;2;3;1;1;1;;
13119109034;3;1;0;0;1;1;39;1;0;0;0;0;3;0;1;1;1;1;1;3;1;1;0;1;7.9;1;1.975;0;4;1;1;1;;
13119012827;3;1;1;1;1;0;25;0;0;0;0;0;3;2;0;1;1;2;1;6;0;1;1;1;4.2;1;1.05;1;4;0;1;0;;
13119100643;1;1;1;1;1;1;38;1;0;0;0;0;3;1;0;1;1;1;1;3;0;1;0;1;4.2;1;1.05;0;4;0;1;1;;
13119025596;3;1;0;1;0;0;30;0;0;0;0;0;3;0;1;1;1;1;0;5;1;1;1;1;2.25;1;0.45;0;3;0;1;0;;
13119070105;4;1;0;0;1;0;31;0;1;1;0;0;3;0;0;2;1;1;1;4;0;1;0;1;2.25;1;0.563;0;4;0;1;0;;
13119105131;4;1;0;0;1;1;25;0;1;0;0;1;3;0;0;1;0;1;1;4;0;1;1;1;4.2;0;1.05;0;2;0;1;1;;
13119105309;4;1;1;1;1;1;63;1;0;0;0;0;3;0;1;2;1;1;0;6;0;1;1;0;4.2;1;1.05;0;4;1;0;0;;
13119117800;4;1;0;0;1;0;34;0;0;1;0;0;3;1;0;2;1;1;1;5;0;1;1;1;4.2;1;1.4;0;4;0;1;0;;
13119116103;5;1;1;1;1;1;33;1;0;0;0;0;3;2;0;1;1;1;1;5;1;1;0;1;3;1;0.75;1;4;1;1;1;;
13119072547;4;1;1;0;1;0;50;1;0;0;0;0;2;1;0;1;1;1;1;4;1;1;0;1;2.25;1;0.563;0;3;1;0;0;;
13119056574;2;1;1;1;0;1;25;0;1;0;0;1;2;0;0;1;3;2;1;6;1;1;0;1;4.2;1;0.84;1;3;0;1;1;;
13119089270;4;1;1;1;1;1;30;1;0;0;0;0;3;1;0;2;1;1;1;2;0;1;1;1;5.85;1;1.463;0;4;0;1;1;;
13119101330;4;1;1;0;1;1;29;0;1;1;0;0;3;1;0;1;0;1;0;3;0;1;0;1;3;0;0.6;0;4;0;1;1;;
13119042254;4;1;1;1;1;0;24;1;0;0;0;0;3;0;0;0;0;1;0;7;0;1;1;1;1.164;0;1.164;1;4;0;1;0;;
13119037451;3;0;1;1;1;0;52;1;0;1;0;0;3;0;0;2;1;1;1;3;1;1;0;0;3;0;1;0;4;0;0;0;;
13119079297;3;1;1;1;1;1;21;0;1;0;0;0;2;1;0;1;2;1;1;3;1;1;0;1;4.2;1;0.84;1;3;1;1;1;;
13119051939;5;1;1;1;1;0;36;1;0;0;0;0;3;2;0;2;2;1;1;4;0;1;1;1;5.85;0;0.975;0;4;0;1;0;;
13119009246;5;1;1;1;1;1;29;1;0;0;0;0;3;0;0;0;0;1;0;5;1;1;0;1;1.75;1;0.583;1;4;0;1;1;;
13119082269;5;1;1;0;1;0;42;1;0;0;0;0;3;1;2;2;1;1;1;2;0;1;0;0;7.9;0;1.975;0;5;1;0;0;;
13119088434;5;0;1;1;0;0;38;0;0;1;0;0;3;2;0;0;2;1;0;2;1;1;0;1;4.2;1;1.05;1;4;1;1;0;;
13119080304;5;1;0;0;1;1;49;1;0;0;0;0;3;2;0;2;1;1;1;3;1;1;1;0;4.2;1;0.84;0;4;1;0;0;;
13119068103;3;1;1;1;1;1;35;1;0;0;0;0;3;2;0;1;0;1;0;7;0;1;1;0;3;1;0.75;0;4;1;1;1;;
13119070189;4;1;1;1;0;0;29;0;0;0;0;0;2;1;0;2;1;1;0;6;0;1;1;1;0.664;1;0.166;1;3;0;1;0;;
13119062683;3;1;1;1;0;0;43;1;0;0;0;0;3;3;0;0;1;1;0;7;0;1;0;1;3;1;0.5;1;3;0;0;0;;
13119049215;3;1;1;1;1;1;37;1;0;0;0;0;3;2;0;1;0;1;0;4;1;1;0;1;5.85;1;1.463;0;4;1;1;1;;
13119037278;3;1;1;1;0;0;26;1;0;1;0;0;2;1;0;0;1;1;0;6;0;1;0;1;3;1;0.6;0;3;1;1;0;;
13119057105;5;1;1;1;1;0;31;0;1;0;0;0;4;0;1;3;2;1;1;7;1;1;1;1;12;1;3;1;4;0;1;0;;
13119062193;4;1;0;1;1;1;33;1;0;0;0;0;4;2;1;2;2;1;0;6;1;1;0;1;4.2;1;0.7;0;4;0;1;1;;
13119049004;3;1;1;1;1;1;37;0;0;0;1;0;3;1;1;0;1;1;0;3;1;1;0;1;5.85;0;2.925;2;3;0;1;1;;
13119058556;5;1;1;1;1;0;34;1;0;0;0;0;3;1;0;0;0;1;0;3;1;1;1;1;1.164;1;0.388;1;4;1;1;0;;
13119044429;3;1;1;1;0;1;28;0;0;0;0;0;2;0;0;0;2;1;0;7;1;1;1;1;2.25;1;1.125;1;3;0;1;1;;
13119044221;5;1;1;1;1;0;36;0;0;0;0;0;1;2;0;2;2;2;1;6;1;1;1;1;2.25;1;0.563;0;4;0;1;0;;
13119060086;2;1;1;1;1;1;37;1;0;0;0;0;4;2;0;2;1;1;1;4;0;1;0;1;2.25;1;0.45;0;2;1;1;1;;
13119070083;5;1;1;0;0;1;36;1;0;1;0;0;3;0;0;0;0;1;1;4;1;1;1;1;0.664;0;0.664;0;4;1;1;1;;
13119058391;4;1;0;1;0;0;22;0;0;0;0;0;2;3;2;2;3;2;1;4;1;1;0;1;1.164;1;0.166;1;3;0;1;0;;
13119042523;5;1;1;1;0;0;31;0;0;0;0;0;3;1;3;1;1;2;0;3;0;1;0;1;1.75;1;0.438;1;2;0;1;0;;
13119054181;3;1;1;0;0;0;32;1;0;1;0;0;3;3;0;1;0;1;1;7;1;0;1;1;2.25;0;0.563;0;3;0;1;0;;
13119028876;3;1;1;1;1;1;34;1;0;0;0;0;4;1;0;1;1;1;1;4;1;0;0;1;5.85;0;1.17;1;5;0;1;1;;
13119052628;5;1;1;1;0;0;31;1;0;0;0;0;3;0;0;1;1;1;1;6;1;1;0;1;4.2;1;2.1;1;4;0;1;0;;
13119028353;1;1;1;1;1;0;23;0;0;0;0;0;3;1;0;1;1;1;1;3;1;1;0;1;4.2;0;1.05;1;3;1;1;0;;
13119039187;2;1;1;1;1;0;43;1;0;0;0;0;3;1;0;1;1;1;1;4;1;1;1;1;2.25;1;0.75;1;3;0;0;0;;
13119017026;5;0;1;1;1;0;39;0;0;0;0;0;3;1;0;3;1;0;1;2;0;1;0;1;4.2;1;0.84;0;4;0;1;0;;
13119026669;3;1;1;1;1;1;34;0;0;0;0;0;2;2;0;1;2;2;0;7;0;1;1;1;3;0;0.75;0;4;0;1;1;;
13119039341;3;1;1;1;1;0;25;0;1;0;0;0;3;0;0;2;1;1;1;5;0;1;0;1;2.25;1;0.75;0;3;0;1;0;;
13119047331;4;0;0;1;0;0;30;0;1;0;0;1;2;0;0;0;1;1;0;7;1;1;0;0;0.5;1;0.083;1;3;0;1;0;;
13119039887;5;1;1;1;1;0;37;1;0;0;0;0;3;1;1;0;0;1;1;3;1;1;1;0;3;1;1;0;4;1;1;0;;
13119011473;5;1;1;1;1;1;28;1;0;0;0;0;4;0;1;2;2;1;0;3;0;1;0;1;1.164;1;0.194;2;3;0;1;1;;
13119035704;5;1;1;1;1;0;34;0;0;0;0;0;3;1;0;1;1;1;1;4;1;0;1;1;2.25;1;0.563;1;4;0;1;0;;
13119045470;3;0;1;1;1;0;38;0;0;0;0;0;3;1;2;2;1;1;1;3;0;1;1;1;3;0;0.6;0;3;0;1;0;;
13119035269;3;1;1;1;0;0;45;0;0;0;0;0;2;2;0;0;1;1;0;7;0;1;0;0;3;1;0.5;0;3;0;0;0;;
13119043673;4;1;1;1;1;0;39;1;0;0;0;0;3;1;1;1;1;1;1;6;0;1;1;1;3;1;0.6;0;4;0;1;0;;
13119021425;5;1;1;1;1;1;59;1;0;0;0;0;4;1;0;2;2;1;0;7;1;1;0;1;4.2;1;0.84;0;5;1;0;0;;
13119044276;3;1;1;1;1;1;35;0;0;0;0;1;4;3;2;1;1;3;1;6;0;1;1;1;0.664;0;0.221;1;2;0;1;1;;
13119019448;4;1;0;1;1;1;43;1;0;0;0;0;3;1;2;1;1;1;1;6;1;1;1;1;2.25;1;0.375;0;4;0;0;0;;
13119025353;4;1;1;1;1;0;26;1;0;0;0;0;4;0;0;2;2;1;0;4;0;1;1;1;2.25;1;1.125;1;4;0;1;0;;
13119018374;4;1;0;1;1;0;41;0;0;0;0;0;3;1;2;1;1;1;1;5;1;1;1;1;2.25;1;0.375;1;3;0;0;0;;
13119028349;2;1;0;1;0;0;32;0;0;0;1;0;2;0;0;0;1;1;0;6;0;1;0;1;0.5;1;0.25;0;4;0;1;0;;
13118993114;5;1;1;1;1;1;50;1;0;1;0;0;4;1;0;2;2;1;1;7;1;1;0;1;7.9;0;1.58;0;4;0;0;0;;
13119009687;4;1;0;0;0;1;22;1;0;1;0;0;4;3;2;3;2;1;1;3;0;1;1;1;1.164;0;0.291;1;2;0;1;1;;
13119032860;3;0;1;0;1;1;24;0;1;0;0;0;3;2;1;1;1;1;1;2;0;1;1;0;4.2;1;0.6;1;3;0;1;1;;
13118996034;4;1;0;0;1;0;45;0;1;0;0;0;3;3;2;2;1;1;1;4;0;1;1;0;5.85;1;1.95;0;4;0;0;0;;
13118987614;3;1;0;0;1;1;44;1;0;0;0;0;4;2;0;0;0;1;1;7;1;1;0;1;5.85;1;1.463;0;4;1;0;0;;
13118993241;2;1;1;1;0;0;37;1;0;0;0;0;3;1;0;0;1;1;0;6;1;1;0;1;1.75;1;0.438;1;3;0;1;0;;
13119015417;5;1;1;1;1;0;41;1;0;0;0;0;3;1;0;1;1;1;1;2;1;0;0;0;4.2;1;0.84;0;3;0;0;0;;
13119001231;2;1;1;1;1;0;37;1;0;0;0;0;3;1;0;0;2;1;0;6;1;1;0;1;2.25;1;0.563;0;4;0;1;0;;
13118991787;5;1;1;1;1;1;39;0;0;0;0;0;3;1;0;0;1;1;0;7;0;1;0;1;3;1;1;0;3;0;1;1;;
13118987797;5;1;0;1;1;0;57;1;0;0;0;0;4;1;0;2;2;1;1;3;0;1;0;1;5.85;1;1.463;0;4;0;0;0;;
13118989482;2;1;1;1;0;0;44;1;0;0;0;0;3;1;2;2;1;1;1;3;1;1;1;1;1.75;0;0.438;1;4;0;0;0;;
13118992845;5;1;0;0;1;0;35;1;0;0;0;0;3;1;0;1;1;1;1;4;0;0;1;1;5.85;1;1.463;0;4;1;1;0;;
13119006990;2;1;1;1;0;0;39;0;0;0;1;0;3;2;0;0;2;1;1;4;1;0;0;1;1.164;1;0.291;0;3;0;1;0;;
13118994661;4;1;1;1;1;1;32;1;0;0;0;0;4;2;0;1;1;2;1;5;1;1;1;1;1.75;0;0.438;1;4;0;1;1;;
13118987643;5;1;1;1;1;1;32;1;0;0;0;0;4;0;0;1;0;1;0;4;0;1;1;0;5.85;1;2.925;0;4;0;1;1;;
13118992403;4;1;0;0;1;1;33;1;0;0;0;0;3;2;0;1;1;1;1;5;0;1;1;1;1.75;1;0.35;0;4;0;1;1;;
13118996030;5;1;1;1;1;0;39;1;0;1;0;0;3;1;1;0;0;1;1;3;0;1;1;0;1.164;1;0.388;0;4;0;1;0;;
13118987484;5;1;1;1;1;0;38;0;1;0;0;0;3;0;0;2;1;1;1;3;1;1;0;0;4.2;0;1.4;0;4;1;1;0;;
13118989096;5;1;1;1;1;1;36;0;0;1;0;0;3;0;0;1;1;1;1;7;1;1;0;1;4.2;1;1.4;0;3;1;1;1;;
13118991280;4;1;1;1;1;1;30;0;0;0;0;0;3;0;0;0;1;1;0;5;1;1;1;1;0.664;1;0.221;0;3;0;1;1;;
13116608147;4;1;1;1;1;1;29;0;1;1;0;0;2;0;1;2;0;1;1;6;0;0;0;0;5.85;1;1.463;1;4;0;1;1;;
13116668027;1;0;1;1;1;1;27;0;0;0;0;1;2;1;2;0;0;0;0;6;1;1;1;1;12;1;2;0;0;0;1;1;;
13116547071;4;1;0;1;1;1;31;1;0;0;0;0;4;3;0;2;2;2;1;6;0;1;0;1;5.85;0;0.975;0;4;0;1;1;;
13116557742;5;1;1;1;1;1;29;1;0;1;0;0;4;1;0;2;2;2;1;5;1;1;1;1;0.664;1;0.166;1;3;1;1;1;;
13116509524;3;1;1;1;1;0;27;1;0;0;0;0;4;1;0;1;1;1;1;5;1;1;1;1;4.2;1;1.4;0;4;1;1;0;;
13116468186;4;1;1;1;1;1;45;1;0;0;0;0;5;2;0;2;2;2;1;3;0;1;1;1;5.85;0;1.463;0;4;1;0;0;;
13116421058;5;1;1;1;1;1;35;1;0;0;0;0;5;1;1;1;1;1;1;1;1;1;0;1;7.9;0;1.58;0;4;1;1;1;;
13116375889;4;1;0;0;1;1;43;0;0;0;0;0;6;1;1;1;0;1;1;3;0;1;1;1;12;1;3;0;5;1;0;0;;
13116342575;5;1;0;1;1;1;29;1;0;1;0;0;4;1;0;1;1;2;1;5;1;1;0;1;4.2;1;1.4;1;4;1;1;1;;
13116311730;5;1;1;1;1;1;41;0;0;0;0;0;4;3;0;1;1;1;1;7;0;0;1;1;4.2;0;0.7;0;3;1;0;0;;
13116228721;4;1;0;1;0;0;28;0;0;0;0;0;4;2;0;1;2;1;1;4;1;1;1;0;4.2;1;0.84;1;3;0;1;0;;
13116250196;4;1;0;0;1;0;35;1;0;0;0;0;5;1;0;1;1;1;1;7;1;1;1;0;4.2;0;1.05;0;5;1;1;0;;
13116200533;4;1;0;0;0;0;35;1;0;0;0;0;5;1;0;1;1;1;0;7;1;1;0;1;4.2;0;1.05;0;5;1;1;0;;
13116157701;3;1;1;1;1;1;41;1;0;1;0;0;5;1;0;3;2;1;1;3;1;0;0;1;7.9;1;1.58;0;4;1;0;0;;
13116091210;3;1;1;1;1;1;44;1;0;1;0;0;3;0;0;1;1;1;1;7;1;1;0;1;0.664;1;0.166;0;2;0;0;0;;
13116090209;5;1;1;0;1;0;37;0;0;0;0;0;4;1;2;1;1;1;0;4;0;1;1;1;7.9;0;2.633;0;4;0;1;0;;
13116110347;5;1;1;1;1;0;36;1;0;0;0;0;2;1;1;1;1;1;1;1;1;1;0;1;7.9;0;2.633;0;5;1;1;0;;
13116048046;5;1;0;0;0;1;23;0;1;0;0;1;2;0;0;1;2;1;0;4;1;1;0;1;4.2;1;0.7;0;3;0;1;1;;
13115991419;5;1;1;1;1;0;41;0;0;1;0;0;3;2;0;1;2;2;1;7;1;0;0;1;7.9;1;1.58;1;4;0;0;0;;
13116019350;4;1;1;0;1;0;35;1;0;0;0;0;5;2;2;2;2;1;1;7;0;1;0;1;12;0;4;0;5;1;1;0;;
13115961293;4;1;1;0;1;1;34;0;0;1;0;0;3;1;0;1;0;1;1;6;1;0;1;1;1.75;0;0.438;1;4;0;1;1;;
13115996963;5;1;1;1;1;1;29;0;0;0;0;0;4;0;0;2;0;1;1;5;0;1;1;1;5.85;0;1.95;1;4;0;1;1;;
13116005523;1;1;0;0;1;0;26;0;0;0;0;0;4;3;3;2;2;2;1;5;1;1;1;1;1.75;0;0.292;1;0;1;1;0;;
13115961724;5;1;1;1;0;0;29;0;1;0;0;0;3;1;3;3;3;2;1;7;1;1;0;1;4.2;0;1.4;1;3;1;1;0;;
13115951156;3;1;1;1;1;0;37;1;0;0;0;0;4;2;0;2;2;1;1;6;0;1;1;1;4.2;0;1.05;0;4;1;1;0;;
13115943741;3;1;1;1;1;0;36;1;0;0;0;0;4;2;2;2;1;1;1;5;0;1;1;1;7.9;0;1.58;1;5;1;1;0;;
13120645571;5;1;1;1;0;0;38;1;0;1;0;0;4;1;0;2;1;1;1;7;0;1;1;1;5.85;1;1.17;1;4;0;1;0;;
13120619136;3;1;0;1;0;0;38;1;0;0;0;0;3;1;2;2;1;1;0;5;1;1;1;1;2.25;1;0.375;0;4;1;1;0;;
13120633783;3;1;1;1;1;0;32;1;0;0;0;0;4;2;2;1;2;2;1;2;0;1;0;1;5.85;1;0.836;0;4;1;1;0;;
13120582883;3;1;1;1;1;1;34;1;0;0;0;0;4;1;1;1;1;1;0;3;0;1;0;1;2.25;1;0.563;1;3;1;1;1;;
13120640515;5;1;1;1;0;0;32;1;0;0;0;0;2;1;0;0;2;1;0;6;0;1;0;1;4.2;1;1.4;0;4;0;1;0;;
13120651948;3;1;1;1;0;0;33;1;0;0;0;0;3;1;1;1;2;1;1;3;1;1;0;1;5.85;1;1.17;0;4;0;1;0;;
13120616711;1;1;1;1;1;1;39;1;0;0;0;0;1;0;0;1;2;1;0;7;0;1;0;1;1.164;1;0.388;0;2;0;1;1;;
13120635496;2;1;1;1;0;0;35;1;0;1;0;0;3;2;0;0;0;1;0;5;1;0;0;1;0.5;1;0.167;0;2;1;1;0;;
13120629588;1;1;1;1;1;0;57;1;0;0;0;0;4;0;0;3;2;1;1;7;0;1;0;1;5.85;1;1.463;0;4;0;0;0;;
13120611965;5;0;1;1;1;0;50;1;0;0;0;0;2;0;2;0;0;1;1;4;1;1;0;0;1.164;1;0.388;0;2;0;0;0;;
13120612664;5;1;1;1;1;1;33;0;1;0;0;0;3;0;1;2;1;1;1;6;1;1;0;0;4.2;1;1.4;0;4;1;1;1;;
13120624104;4;1;1;1;1;0;52;1;0;0;0;0;3;0;0;1;2;1;1;7;1;1;1;1;12;1;3;0;3;0;0;0;;
13120612898;5;1;1;1;1;1;35;1;0;1;0;0;3;1;0;2;2;1;1;5;0;0;0;1;2.25;1;0.75;1;3;0;1;1;;
13120605381;2;1;1;1;1;0;33;0;0;0;0;0;3;3;0;1;1;2;1;5;0;1;1;0;1.75;0;0.292;1;2;0;1;0;;
13120607586;5;1;1;1;0;1;31;1;0;0;0;0;2;2;2;0;2;2;0;6;1;0;0;1;3;1;0.429;0;2;0;1;1;;
13120624991;2;1;1;0;1;0;27;1;0;0;0;0;3;1;1;1;1;1;1;5;0;1;1;1;1.75;0;0.875;0;5;1;1;0;;
13120566578;4;1;1;1;0;1;34;0;0;1;0;0;3;0;0;0;1;1;0;5;1;1;1;1;3;1;1;1;3;0;1;1;;
13120603628;3;1;1;0;0;0;33;0;0;0;0;0;4;2;0;1;2;1;1;6;0;0;0;1;3;0;0.75;0;3;0;1;0;;
13120622538;4;1;0;1;1;0;32;0;0;0;0;0;4;2;0;2;2;2;1;6;1;1;0;1;5.85;1;1.17;0;5;1;1;0;;
13120603975;4;1;1;1;1;0;47;1;0;1;0;0;3;1;0;1;1;1;1;5;1;1;1;1;5.85;1;1.95;1;4;0;0;0;;
13120470962;4;0;1;1;1;1;32;0;1;0;0;0;2;0;2;1;3;2;1;1;1;1;0;0;4.2;1;0.6;2;5;0;1;1;;
13120604987;5;1;1;1;0;0;30;0;0;0;0;0;4;2;0;1;2;1;0;7;1;1;0;1;5.85;0;0.975;0;3;1;1;0;;
13120591404;3;1;0;0;1;0;24;1;0;0;0;0;2;0;0;0;1;2;1;6;0;1;0;0;1.164;1;0.582;0;3;0;1;0;;
13120604921;3;0;0;0;0;0;38;0;0;0;0;0;2;2;0;0;2;1;0;6;0;1;1;0;1.75;1;0.35;0;3;0;1;0;;
13120597808;3;1;1;1;1;1;31;0;1;1;0;0;3;0;0;2;1;1;0;4;1;1;0;1;2.25;1;0.75;0;3;0;1;1;;
13120613513;5;1;0;1;1;1;23;0;1;0;0;1;3;0;0;2;1;1;1;2;0;1;0;0;7.9;0;2.633;0;2;0;1;1;;
13120604312;3;1;1;1;0;0;25;0;1;0;0;0;2;1;0;0;0;1;0;6;0;1;0;0;1.75;1;0.438;0;4;0;1;0;;
13120596382;5;1;0;0;0;0;50;0;1;0;0;0;3;1;1;0;1;2;0;6;1;1;0;1;1.164;1;0.194;0;3;0;0;0;;
13120608518;4;1;0;0;1;0;31;0;1;0;0;0;3;0;0;2;1;1;0;5;0;1;1;0;4.2;1;1.4;0;5;0;1;0;;
13120598766;4;1;1;1;1;1;41;1;0;0;0;0;2;2;0;0;0;1;1;3;0;1;1;0;4.2;1;0.84;1;5;0;0;0;;
